repo_name,repo_link,star_count,domain,build_type,automation_level,environment_specificity,dependency_transparency,tooling_complexity,reproducibility_support
google/zx,https://github.com/google/zx,45134,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
jestjs/jest,https://github.com/jestjs/jest,45287,utilities,yarn,fully_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
coreybutler/nvm-windows,https://github.com/coreybutler/nvm-windows,44900,utilities,go-mod,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,repro_ready
Leaflet/Leaflet,https://github.com/Leaflet/Leaflet,44484,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
gedoor/legado,https://github.com/gedoor/legado,44005,mobile-development,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
grpc/grpc,https://github.com/grpc/grpc,44336,systems-programming,bazel,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
KRTirtho/spotube,https://github.com/KRTirtho/spotube,44277,mobile-development,flutter,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
coqui-ai/TTS,https://github.com/coqui-ai/TTS,44518,machine-learning,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
bevyengine/bevy,https://github.com/bevyengine/bevy,44590,game-development,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
slidevjs/slidev,https://github.com/slidevjs/slidev,44283,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
parcel-bundler/parcel,https://github.com/parcel-bundler/parcel,44047,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
pyenv/pyenv,https://github.com/pyenv/pyenv,44247,utilities,none,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
RocketChat/Rocket.Chat,https://github.com/RocketChat/Rocket.Chat,44581,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
square/retrofit,https://github.com/square/retrofit,43878,mobile-development,gradle,fully_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
astaxie/build-web-application-with-golang,https://github.com/astaxie/build-web-application-with-golang,44187,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
GitSquared/edex-ui,https://github.com/GitSquared/edex-ui,44195,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
metabase/metabase,https://github.com/metabase/metabase,45920,web-development,none,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
ghostty-org/ghostty,https://github.com/ghostty-org/ghostty,43544,systems-programming,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
aymericdamien/TensorFlow-Examples,https://github.com/aymericdamien/TensorFlow-Examples,43802,machine-learning,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
yangshun/front-end-interview-handbook,https://github.com/yangshun/front-end-interview-handbook,43836,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
streamich/react-use,https://github.com/streamich/react-use,43935,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
affaan-m/everything-claude-code,https://github.com/affaan-m/everything-claude-code,44074,documentation,none,manual,cross_platform_generic,implicit,mixed_languages_and_bindings,no_ci_manual_only
NaiboWang/EasySpider,https://github.com/NaiboWang/EasySpider,44081,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
NanmiCoder/MediaCrawler,https://github.com/NanmiCoder/MediaCrawler,43840,utilities,pip,semi_automated,cross_platform_generic,explicit_loose,multi_layer_toolchains,repro_ready
FuelLabs/fuels-ts,https://github.com/FuelLabs/fuels-ts,43392,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
zhongyang219/TrafficMonitor,https://github.com/zhongyang219/TrafficMonitor,43066,error,error,error,error,error,error,error
ClickHouse/ClickHouse,https://github.com/ClickHouse/ClickHouse,45810,error,error,error,error,error,error,error
helix-editor/helix,https://github.com/helix-editor/helix,42880,error,error,error,error,error,error,error
Light-City/CPlusPlusThings,https://github.com/Light-City/CPlusPlusThings,42851,error,error,error,error,error,error,error
SimplifyJobs/Summer2026-Internships,https://github.com/SimplifyJobs/Summer2026-Internships,43362,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
FuelLabs/fuels-rs,https://github.com/FuelLabs/fuels-rs,43436,systems-programming,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
faif/python-patterns,https://github.com/faif/python-patterns,42748,error,error,error,error,error,error,error
lukasz-madon/awesome-remote-job,https://github.com/lukasz-madon/awesome-remote-job,43474,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,repro_ready
alex/what-happens-when,https://github.com/alex/what-happens-when,42691,error,error,error,error,error,error,error
microsoft/AI-For-Beginners,https://github.com/microsoft/AI-For-Beginners,45290,error,error,error,error,error,error,error
milvus-io/milvus,https://github.com/milvus-io/milvus,42714,error,error,error,error,error,error,error
docker/awesome-compose,https://github.com/docker/awesome-compose,43872,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
babel/babel,https://github.com/babel/babel,43878,web-development,yarn,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
AykutSarac/jsoncrack.com,https://github.com/AykutSarac/jsoncrack.com,43316,web-development,pnpm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
iina/iina,https://github.com/iina/iina,43765,utilities,none,manual,specific_os,implicit,single_layer_tool,repro_ready
Unitech/pm2,https://github.com/Unitech/pm2,42930,devops,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
spf13/cobra,https://github.com/spf13/cobra,43124,utilities,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
Alamofire/Alamofire,https://github.com/Alamofire/Alamofire,42350,mobile-development,swiftpm,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
9001/copyparty,https://github.com/9001/copyparty,42317,utilities,pip,fully_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
mudler/LocalAI,https://github.com/mudler/LocalAI,42735,machine-learning,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
k88hudson/git-flight-rules,https://github.com/k88hudson/git-flight-rules,42497,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
Kong/kong,https://github.com/Kong/kong,42733,devops,go-mod,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,repro_ready
apache/airflow,https://github.com/apache/airflow,44231,devops,pip,semi_automated,specific_os,explicit_machine_readable,mixed_languages_and_bindings,repro_ready
apache/spark,https://github.com/apache/spark,42800,data-science,maven,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
cli/cli,https://github.com/cli/cli,42419,utilities,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
getsentry/sentry,https://github.com/getsentry/sentry,43137,web-development,poetry,semi_automated,cross_platform_generic,explicit_machine_readable,mixed_languages_and_bindings,repro_ready
penpot/penpot,https://github.com/penpot/penpot,44195,web-development,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
karpathy/nanochat,https://github.com/karpathy/nanochat,42884,machine-learning,pip,semi_automated,custom_hardware_or_drivers,explicit_machine_readable,single_layer_tool,no_ci_manual_only
DIYgod/RSSHub,https://github.com/DIYgod/RSSHub,41804,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
jgm/pandoc,https://github.com/jgm/pandoc,42027,utilities,cabal,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
files-community/Files,https://github.com/files-community/Files,41823,utilities,dotnet,manual,specific_os,implicit,single_layer_tool,no_ci_manual_only
apachecn/ailearning,https://github.com/apachecn/ailearning,42028,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
sharkdp/fd,https://github.com/sharkdp/fd,41537,error,error,error,error,error,error,error
apache/dubbo,https://github.com/apache/dubbo,41723,web-development,maven,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
fastapi/full-stack-fastapi-template,https://github.com/fastapi/full-stack-fastapi-template,41515,error,error,error,error,error,error,error
streamlit/streamlit,https://github.com/streamlit/streamlit,43452,error,error,error,error,error,error,error
psf/black,https://github.com/psf/black,41376,error,error,error,error,error,error,error
mitmproxy/mitmproxy,https://github.com/mitmproxy/mitmproxy,42259,security,poetry,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
nolimits4web/swiper,https://github.com/nolimits4web/swiper,41784,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
tmux/tmux,https://github.com/tmux/tmux,41653,systems-programming,make,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
ziglang/zig,https://github.com/ziglang/zig,42677,systems-programming,zig,semi_automated,cross_platform_generic,implicit,multi_layer_toolchains,repro_ready
colinhacks/zod,https://github.com/colinhacks/zod,41808,utilities,pnpm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
mingrammer/diagrams,https://github.com/mingrammer/diagrams,42007,utilities,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
bannedbook/fanqiang,https://github.com/bannedbook/fanqiang,42222,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
gradio-app/gradio,https://github.com/gradio-app/gradio,41665,web-development,pip,semi_automated,cross_platform_generic,explicit_machine_readable,mixed_languages_and_bindings,repro_ready
exo-explore/exo,https://github.com/exo-explore/exo,41357,machine-learning,nix,semi_automated,specific_os,explicit_machine_readable,multi_layer_toolchains,repro_ready
zai-org/ChatGLM-6B,https://github.com/zai-org/ChatGLM-6B,41227,machine-learning,pip,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,no_ci_manual_only
styled-components/styled-components,https://github.com/styled-components/styled-components,41029,web-development,pnpm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
hexojs/hexo,https://github.com/hexojs/hexo,41232,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
dylanaraps/pure-bash-bible,https://github.com/dylanaraps/pure-bash-bible,41314,documentation,none,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
crewAIInc/crewAI,https://github.com/crewAIInc/crewAI,43980,machine-learning,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
bailicangdu/vue2-elm,https://github.com/bailicangdu/vue2-elm,41173,web-development,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
yarnpkg/yarn,https://github.com/yarnpkg/yarn,41554,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,41348,machine-learning,setuptools,semi_automated,custom_hardware_or_drivers,explicit_machine_readable,single_layer_tool,repro_ready
dcloudio/uni-app,https://github.com/dcloudio/uni-app,41415,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
zhayujie/chatgpt-on-wechat,https://github.com/zhayujie/chatgpt-on-wechat,41232,machine-learning,pip,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
hiroi-sora/Umi-OCR,https://github.com/hiroi-sora/Umi-OCR,42039,utilities,none,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
vuetifyjs/vuetify,https://github.com/vuetifyjs/vuetify,40946,web-development,pnpm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
